group,score
场景 F,77.16062
场景 F,75.71251
场景 F,79.06855
场景 F,82.9887
场景 F,75.03251
场景 F,75.33158
场景 F,73.10353
场景 F,79.70346
场景 F,84.6073
场景 F,73.90863
场景 F,81.32229
场景 F,76.64625
场景 F,72.01084
场景 F,71.97355
场景 F,78.12784
场景 F,70.81994
场景 F,76.14333
场景 F,85.4718
场景 F,71.09755
场景 F,69.25392
场景 F,80.00797
场景 F,78.09445
场景 F,77.7361
场景 F,69.82083
场景 F,68.17256
场景 F,75.97372
场景 F,76.34631
场景 F,69.03838
场景 F,81.10828
场景 F,71.19479
场景 F,75.43198
场景 F,79.34486
场景 F,73.46333
场景 F,81.80045
场景 F,80.28875
场景 F,84.71239
场景 F,77.85744
场景 F,74.7801
场景 F,75.0097
场景 F,72.23894
场景 G,84.00602
场景 G,95.54861
场景 G,73.69571
场景 G,78.70639
场景 G,79.22778
场景 G,80.17686
场景 G,67.27333
场景 G,75.06186
场景 G,84.66141
场景 G,74.63038
场景 G,77.69296
场景 G,85.38726
场景 G,94.31329
场景 G,74.20306
场景 G,84.29428
场景 G,72.27392
场景 G,73.40122
场景 G,73.73635
场景 G,85.05197
场景 G,68.92823
场景 G,82.44248
场景 G,83.14013
场景 G,72.07048
场景 G,81.45466
场景 G,77.95714
场景 G,81.00612
场景 G,73.89407
场景 G,74.84324
场景 G,78.52442
场景 G,72.9337
场景 G,78.86394
场景 G,68.74925
场景 G,74.01424
场景 G,84.13635
场景 G,71.29391
场景 G,80.45717
场景 G,73.81256
场景 G,82.69397
场景 G,84.0467
场景 G,72.19712
场景 G,75.02166
场景 G,66.42316
场景 G,78.76898
场景 G,72.50728
场景 G,74.33238
场景 G,83.26327
场景 G,75.25288
场景 G,76.92803
场景 G,72.6168
场景 G,73.2544
场景 G,77.37768
场景 G,64.27614
场景 G,75.83736
场景 G,74.36633
场景 G,68.40867
场景 G,76.87748
场景 G,77.89216
场景 G,74.02552
场景 G,72.98502
场景 G,79.85096
场景 G,63.40041
场景 G,71.68319
场景 G,69.1141
场景 G,61.66363
场景 G,73.53553
场景 G,77.71721
场景 G,76.15987
场景 G,77.7951
场景 G,60.09189
场景 G,80.27073
场景 G,68.23961
场景 G,68.53186
场景 G,79.92206
场景 G,72.39694
场景 G,80.9115
场景 G,78.10959
场景 G,72.34645
场景 G,73.32762
场景 G,72.43713
场景 G,75.08767
场景 G,74.10295
场景 G,78.10887
场景 G,79.08036
场景 G,73.34553
场景 G,72.68647
场景 G,75.06398
场景 G,75.01882
场景 G,80.94352
场景 G,86.07818
场景 G,77.3298
场景 G,74.61179
场景 G,73.48923
场景 G,76.82991
场景 G,76.89011
场景 G,75.09077
场景 G,76.65265
场景 G,79.24721
场景 G,77.53938
场景 G,71.3369
场景 G,76.65633
场景 G,82.3116
场景 G,70.03746
场景 G,75.44788
场景 G,77.16022
场景 G,70.25105
场景 G,78.83887
场景 G,79.12216
场景 G,72.08381
场景 G,77.76491
场景 G,78.78251
场景 G,70.22591
场景 G,67.50951
场景 G,78.96894
场景 G,73.60262
场景 G,62.63986
场景 G,78.43789
场景 G,71.96837
场景 G,75.88581
场景 G,75.09182
场景 G,78.16373
场景 G,84.90152
场景 G,82.74075
场景 G,75.28151
场景 G,80.26494
场景 G,83.18275
场景 G,70.23306
场景 G,73.43253
场景 G,78.03552
场景 G,77.3835
场景 G,69.48063
场景 G,75.25598
场景 G,68.23775
场景 G,79.48721
场景 G,77.75138
场景 G,74.84835
场景 G,78.95588
场景 G,75.54987
场景 G,71.87474
场景 G,79.42579
场景 G,75.12843
场景 G,74.81714
场景 G,75.20128
场景 G,65.30821
场景 G,76.4377
场景 G,75.31485
场景 G,77.87171
场景 G,81.26591
场景 G,70.77808
场景 G,72.80522
场景 G,72.9529
场景 G,66.66753
场景 G,75.13004
场景 G,80.67482
场景 G,74.47238
场景 G,71.98112
场景 G,66.28996
场景 G,80.13273
场景 G,71.48053
场景 G,76.17788
场景 G,67.45405
场景 G,85.26344
场景 G,83.00561
场景 G,69.47451
场景 G,75.83488
场景 G,74.98161
场景 G,75.65905
场景 G,74.38319
场景 G,80.62268
场景 G,76.98719
场景 G,72.92842
场景 G,88.96637
场景 G,87.02363
场景 G,83.69531
场景 G,83.30391
场景 G,86.33615
场景 G,82.95812
场景 G,78.41004
场景 G,77.97484
场景 G,85.40936
场景 G,81.32509
场景 G,82.88912
场景 G,77.82503
场景 G,81.89807
场景 G,80.08541
场景 G,77.53053
场景 G,82.38493
场景 G,79.58616
场景 G,87.22533
场景 G,72.79393
场景 G,82.77969
场景 G,85.28001
场景 G,73.8191
场景 G,79.09429
场景 G,80.73969
场景 G,79.62939
场景 G,79.10767
场景 G,84.16172
场景 G,79.49196
场景 G,82.16511
场景 G,78.09013
场景 G,83.30069
场景 G,91.26751
场景 G,85.06762
场景 G,81.39434
场景 G,78.59741
场景 G,83.89933
场景 G,78.78886
场景 G,82.05352
场景 G,74.57743
场景 G,77.56445
场景 G,80.17537
场景 G,79.77901
场景 G,80.04475
场景 G,83.62647
场景 G,82.5428
场景 G,82.37957
场景 G,85.37068
场景 G,85.24684
场景 G,79.42877
场景 G,84.7134
场景 G,81.80311
场景 G,81.35927
场景 G,79.09205
场景 G,79.03788
场景 G,79.63665
场景 G,87.51768
场景 G,87.02657
场景 G,80.80461
场景 G,80.37527
场景 G,75.69751
场景 G,78.59728
场景 G,79.96665
场景 G,82.53486
场景 G,84.80886
场景 G,80.17404
场景 G,81.1831
场景 G,79.35296
场景 G,80.6795
场景 G,82.21455
场景 G,78.93677
